word,silhouette scores,wcss (elbow),cosine distances,standard dev,mean distance
manager,"[0.43633807, 0.53167295, 0.434787, 0.41499132, 0.43066686, 0.44986844, 0.42445832, 0.4365058, 0.42723992]","[11543.310546875, 5233.77197265625, 4105.2021484375, 3138.697265625, 2590.572265625]",[0.23812077 0.29428555 0.32088284 ... 0.2412411  0.24817572 0.27342663],0.08108001303386052,0.29768722856477176
jogging,"[0.48136523, 0.39159685, 0.35610297, 0.36675727, 0.388364, 0.3870885, 0.38068995, 0.3698123, 0.38097015]","[5405.876953125, 3657.9599609375, 2933.31494140625, 2314.72265625, 1833.891845703125]",[0.06619271 0.10830682 0.10135518 ... 0.11802859 0.23652056 0.21872023],0.05308462583085646,0.1632308951747875
yes,"[0.45110872, 0.5355828, 0.4948412, 0.46071377, 0.43669638, 0.4436034, 0.44326317, 0.44234705, 0.42844665]","[13338.248046875, 6282.74658203125, 4593.7958984375, 3321.2451171875, 2653.90869140625]",[0.32692976 0.37089991 0.32071814 ... 0.23340647 0.19777527 0.09232694],0.08613240811307112,0.2610435926198215
match,"[0.492888, 0.45435217, 0.4809636, 0.4340155, 0.44997275, 0.43674976, 0.43105078, 0.40806115, 0.39318922]","[11479.193359375, 7873.8583984375, 5261.8076171875, 4085.663330078125, 3315.90087890625]",[0.25060825 0.21713357 0.19057208 ... 0.28797081 0.29344    0.26005178],0.08755081362754286,0.31969167980799734
shopping,"[0.42818058, 0.4271502, 0.44301882, 0.46703982, 0.45813534, 0.42692602, 0.40047368, 0.41643083, 0.41523522]","[9327.8369140625, 5842.330078125, 3991.764404296875, 2882.1865234375, 2374.6865234375]",[0.08093546 0.15880561 0.10891698 ... 0.22382173 0.2440786  0.13671056],0.07583097308424212,0.21987280669666548
academy,"[0.38204047, 0.41752025, 0.41947192, 0.4317832, 0.4275682, 0.43371272, 0.42463994, 0.42434064, 0.41214693]","[12380.6953125, 7764.572265625, 5248.5341796875, 4070.30517578125, 3164.972900390625]",[0.21089887 0.17967401 0.19189774 ... 0.27380793 0.23554534 0.26711452],0.08379020733261706,0.308632065163279
after,"[0.35878977, 0.3806356, 0.36951232, 0.36530724, 0.36149842, 0.3565115, 0.35156325, 0.3501858, 0.35244232]","[9720.138671875, 6233.140625, 4509.6689453125, 3576.748779296875, 3043.6474609375]",[0.22972704 0.38456138 0.25550452 ... 0.30381829 0.27002405 0.23490674],0.06862658470067573,0.3044612543397002
author,"[0.5307755, 0.5865508, 0.52497643, 0.4708641, 0.4136913, 0.3887323, 0.4456129, 0.4345296, 0.4268354]","[15107.61328125, 5350.5888671875, 3580.523193359375, 2957.529296875, 2482.8037109375]",[0.11196814 0.38228535 0.39812129 ... 0.14170829 0.42270202 0.43790016],0.10510688736287177,0.3241827119961375
boredom,"[0.5307931, 0.39971852, 0.4219105, 0.36969107, 0.36930725, 0.36241943, 0.36577728, 0.36937073, 0.38008788]","[6265.46044921875, 4439.482421875, 3096.5380859375, 2578.9365234375, 2163.048095703125]",[0.11750004 0.10399416 0.22571221 ... 0.07958193 0.25467608 0.26188106],0.06326327829346483,0.1828086611083145
cottage,"[0.4270677, 0.45421514, 0.4038412, 0.41197821, 0.38610426, 0.38437784, 0.39100534, 0.3778441, 0.37565985]","[7794.7294921875, 4803.2001953125, 3561.886474609375, 2797.26025390625, 2338.51025390625]",[0.16545116 0.13155555 0.13470141 ... 0.09354906 0.20282143 0.22987279],0.06183128221974136,0.2179999603630178
end of century,"[0.5265366, 0.42946532, 0.46816784, 0.45315367, 0.46316385, 0.40035206, 0.47076368, 0.46168602, 0.4815036]","[666.0694580078125, 388.019775390625, 249.0296630859375, 180.81484985351562, 131.92845153808594]","[0.16360255 0.1873376  0.33899005 0.34849979 0.37834855 0.37947937
 0.35587526 0.38045124 0.39190564 0.38668674 0.42030315 0.41208977
 0.33379247 0.30114591 0.06588417 0.28819814 0.30717805 0.29239909
 0.27503489 0.26538085 0.22667935 0.0990584  0.26101277 0.33818609
 0.27556852 0.33158602 0.2806135  0.33402954 0.32875477 0.3115015
 0.31262194 0.24521438 0.09524932 0.08789061 0.16777488 0.20352555
 0.07126799 0.12703371 0.14748629 0.18275748 0.19601162 0.23238925
 0.22679651 0.1947231  0.24422161 0.22554194 0.24013696 0.1644598
 0.19883618 0.2075997  0.15783396 0.18300393 0.1630704  0.16946554
 0.18112547 0.1413117  0.1900981  0.1430734  0.21249714 0.17875541
 0.19774263 0.25675876 0.2201079  0.22407069 0.18727948 0.1906862
 0.15754999 0.18744216 0.19884961 0.137825   0.22123197 0.16745471
 0.18717873 0.20098395 0.17630888 0.207755   0.20822342 0.16973484
 0.25523455 0.23228127 0.23696797 0.17276931 0.18324271 0.2333488
 0.18763839 0.20382379 0.17083026 0.17477909 0.16668953 0.11285013
 0.24144814 0.17417616 0.24597174 0.19285803 0.2107028  0.27698196
 0.21308622 0.20186941 0.17886715 0.18965216 0.14908561 0.22955144
 0.22206203 0.18760715 0.24610079 0.051208   0.1025002  0.13718813
 0.22530732 0.20316531 0.1082135  0.2053731  0.17040386 0.19111588
 0.12578758 0.24891052 0.36478146 0.17443208 0.19868903 0.17734589
 0.1940864  0.2304007  0.1949581  0.3279723  0.12527677 0.21455941
 0.16537839 0.19616313 0.29462952 0.18779657 0.18729026 0.17761056
 0.19242822 0.20500257 0.31561281 0.34222274 0.18678593 0.31572627
 0.06513058 0.1169377  0.22041185 0.17837003 0.12079447 0.17168211
 0.18031072 0.165264   0.09466465 0.24924876 0.37916203 0.16737962
 0.20081318 0.16652145 0.15893886 0.22997538 0.210242   0.32972379
 0.13006936 0.18134974 0.13826918 0.14990519 0.27123387 0.15885715
 0.18340561 0.1900086  0.16046045 0.21061279 0.32811515 0.34436461
 0.19947342 0.29082825 0.06490606 0.21997874 0.18893293 0.11767083
 0.20374356 0.20153045 0.16186288 0.1242825  0.22276511 0.40002497
 0.20052576 0.22137967 0.18256383 0.15373065 0.20824597 0.22379432
 0.37178864 0.17374686 0.19300406 0.12991915 0.16181834 0.28773811
 0.15782829 0.19354652 0.17975306 0.17198801 0.22766472 0.36366889
 0.37717559 0.25104115 0.29585883 0.17259663 0.15462222 0.12340039
 0.24577217 0.21805375 0.20378502 0.14805356 0.19172607 0.3909992
 0.2027162  0.20548324 0.19597269 0.15802716 0.18485273 0.18785279
 0.36513505 0.17103394 0.21013504 0.14787686 0.1909196  0.26092649
 0.15210628 0.18573983 0.18432034 0.18936459 0.22644155 0.3641714
 0.3574787  0.24765702 0.3010311  0.1135915  0.18792448 0.26623303
 0.28266664 0.28144543 0.22637021 0.21014122 0.41040236 0.19182322
 0.21178385 0.16388018 0.20027158 0.16766161 0.2061845  0.37537503
 0.25324612 0.30335328 0.26731952 0.29335513 0.30455251 0.18774246
 0.19535647 0.24653991 0.30880586 0.28860551 0.36317982 0.37990293
 0.28332611 0.34340558 0.15315753 0.17709055 0.24153586 0.2076428
 0.18314367 0.21877075 0.42650871 0.14126664 0.18146138 0.18484838
 0.1771585  0.19667922 0.16787717 0.3679549  0.21455615 0.23336424
 0.2331249  0.24897244 0.28173317 0.15562144 0.19315204 0.21527815
 0.2226623  0.26563011 0.37740228 0.38418772 0.26477384 0.29738625
 0.18599781 0.15961803 0.14386159 0.13983877 0.21506547 0.42399291
 0.19003573 0.19557931 0.17471747 0.18965758 0.20119941 0.16062356
 0.38769911 0.18088297 0.25989726 0.17742991 0.22537644 0.30590924
 0.14810595 0.17957385 0.14800113 0.18613433 0.18199091 0.36819635
 0.39066505 0.23944245 0.33047909 0.17431462 0.07890252 0.16344458
 0.28317342 0.42980252 0.21214618 0.26007106 0.24959147 0.19824828
 0.27383875 0.20836046 0.34703409 0.21606287 0.22805667 0.23984725
 0.24470723 0.23087263 0.22846295 0.2253434  0.19484068 0.20691464
 0.21424938 0.34928633 0.39700985 0.25778864 0.2229453  0.10931092
 0.17302821 0.24424791 0.45581485 0.26623715 0.25200725 0.23591969
 0.23500654 0.27032149 0.2021719  0.38364756 0.20240762 0.19334747
 0.20961088 0.22264642 0.2859919  0.25854214 0.23665802 0.18387812
 0.22144168 0.17204801 0.35922274 0.4246104  0.28773687 0.33637078
 0.16601809 0.23084539 0.44223348 0.23175694 0.23129518 0.22334302
 0.19119265 0.25040174 0.19992499 0.38206738 0.23501568 0.22195836
 0.19330917 0.2391143  0.27307569 0.23648067 0.25338766 0.16066119
 0.21275292 0.17709751 0.35970475 0.40983392 0.28852465 0.25570115
 0.19811158 0.37861625 0.22388787 0.21761053 0.19087561 0.17521255
 0.22684201 0.18144984 0.33300716 0.17334462 0.23764454 0.18421475
 0.19388403 0.28225613 0.20955915 0.19950869 0.21005852 0.1693352
 0.18438384 0.33498335 0.33758799 0.21318747 0.29089896 0.32041209
 0.21361235 0.19311091 0.18441369 0.19493757 0.13424794 0.15864543
 0.31401494 0.24497125 0.26821263 0.20094179 0.2673115  0.28952743
 0.21927621 0.21626975 0.1895249  0.23296406 0.20324961 0.30637619
 0.3029057  0.27949857 0.24653647 0.30190807 0.31069204 0.31918602
 0.28046527 0.29096439 0.24253353 0.09078185 0.25756654 0.32273342
 0.25817948 0.32996169 0.25033736 0.3426456  0.34514105 0.31403399
 0.31252948 0.25750687 0.11130208 0.08863381 0.19802757 0.20406973
 0.11327223 0.14337743 0.11865497 0.16502259 0.13400206 0.26363793
 0.16688687 0.18224825 0.18528378 0.21416198 0.24109684 0.12762611
 0.19474135 0.17046459 0.19338484 0.21056384 0.27471242 0.29158337
 0.1947873  0.22434074 0.10004545 0.11659063 0.14171064 0.12585204
 0.26371579 0.17977167 0.20680324 0.1722784  0.2166701  0.25488205
 0.16300148 0.2325357  0.1657167  0.20734901 0.19266165 0.27482829
 0.29515127 0.2124229  0.24488383 0.10785683 0.11087226 0.14185297
 0.28187587 0.17634938 0.22510636 0.1635377  0.19028013 0.27997148
 0.13729634 0.1966308  0.16961348 0.21219795 0.19563854 0.27486389
 0.31209535 0.2080091  0.25479411 0.11846668 0.11689755 0.24396867
 0.16665711 0.15309122 0.13849007 0.1568309  0.19010142 0.13026622
 0.18484802 0.10931466 0.155911   0.1558814  0.25149478 0.27474794
 0.19773612 0.17508371 0.1267323  0.27076656 0.2127749  0.23582586
 0.17555696 0.22572045 0.24107412 0.14139189 0.16572443 0.15842757
 0.22300119 0.19293404 0.25956076 0.28262023 0.21628075 0.21370024
 0.17682461 0.15587063 0.21118194 0.16671288 0.21909518 0.19140704
 0.17406198 0.17424871 0.12532086 0.17877402 0.08648731 0.17065815
 0.2374327  0.15679359 0.16811535 0.2362675  0.27674894 0.24982808
 0.31249546 0.19050349 0.31953394 0.31267958 0.27911088 0.29544781
 0.19133429 0.04109322 0.10597021 0.13772226 0.14313958 0.11943213
 0.09924177 0.11221173 0.17790196 0.14974506 0.13577894 0.15437695
 0.10549536 0.14719438 0.2458987  0.27585983 0.1325436  0.23734832
 0.14295131 0.11837181 0.18771476 0.18740255 0.18757549 0.16712668
 0.13169658 0.1828894  0.29687194 0.32625203 0.23194489 0.23854615
 0.09966522 0.16986876 0.11851906 0.16112644 0.12114826 0.10921481
 0.15173141 0.24867027 0.27467894 0.18514286 0.19944213 0.20606635
 0.14886404 0.1734105  0.17463374 0.05928551 0.18444857 0.3198085
 0.34925283 0.23270451 0.26103351 0.21621947 0.20473644 0.20733793
 0.21810211 0.17899355 0.20887521 0.27831348 0.18958268 0.12599854
 0.10245643 0.12290339 0.13488707 0.19617957 0.32192228 0.34077854
 0.21536656 0.25918476 0.13466243 0.14586975 0.17353148 0.29718609
 0.34761656 0.20866431 0.27614858 0.12294217 0.09494067 0.26120857
 0.31570324 0.21955656 0.21648126 0.15072518 0.31319434 0.31683812
 0.20799601 0.23924831 0.17540675 0.26763115 0.16083703 0.19403522
 0.12361736 0.1378537  0.15920533 0.1952013  0.20983428 0.1789505 ]",0.07299926971510741,0.21885603583457608
fashionable,"[0.4119577, 0.4152785, 0.39601022, 0.39496505, 0.36591724, 0.36431673, 0.36801037, 0.36655957, 0.36657557]","[7380.716796875, 4547.27001953125, 3583.989013671875, 2680.1640625, 2251.822998046875]",[0.07896412 0.07174333 0.10572773 ... 0.14125769 0.16995355 0.23981769],0.0566156216356728,0.19146629070113502
high school,"[0.35756153, 0.4095489, 0.3839176, 0.3648094, 0.37532067, 0.3797901, 0.3658036, 0.36272228, 0.35714996]","[8312.2666015625, 4763.71923828125, 3795.98583984375, 2965.935302734375, 2339.4140625]",[0.08963827 0.14814965 0.19002711 ... 0.07698627 0.12485747 0.1097709 ],0.05812822108055456,0.21180227664465548
misstep,"[0.6037049, 0.4071577, 0.46147284, 0.40250808, 0.3920515, 0.40474844, 0.3966157, 0.3750158, 0.378966]","[6077.49609375, 3933.291259765625, 2319.804443359375, 1851.5941162109375, 1500.0596923828125]",[0.10438154 0.16773236 0.18958713 ... 0.16205661 0.17636806 0.16514847],0.07581846921608784,0.2247660100097248
mockery,"[0.39860347, 0.44547126, 0.41086093, 0.4026036, 0.38114434, 0.3899826, 0.38864067, 0.38456267, 0.3830432]","[9149.5458984375, 5016.42236328125, 3626.251220703125, 2882.797119140625, 2397.227294921875]",[0.2245702  0.16605583 0.10500885 ... 0.16178698 0.26835777 0.15791862],0.0761695480739422,0.22597288250181644
pack,"[0.3596778, 0.45001173, 0.40865463, 0.42024863, 0.4344662, 0.42195684, 0.43372077, 0.43378595, 0.43112534]","[10236.2890625, 5501.599609375, 4176.9990234375, 3262.737060546875, 2589.416015625]",[0.09872964 0.282882   0.282882   ... 0.22981266 0.26103399 0.08892797],0.07062360524734554,0.27137577879090796
party,"[0.4488534, 0.4459906, 0.4307874, 0.41458654, 0.4166296, 0.43589893, 0.41817078, 0.39380333, 0.39160436]","[11702.9765625, 6940.42529296875, 5134.52587890625, 4152.57568359375, 3195.796875]",[0.29767702 0.32180037 0.33412851 ... 0.36728571 0.41130614 0.16395859],0.081576803203822,0.3064396852073284
relaxation,"[0.55706036, 0.38050175, 0.4355106, 0.3827658, 0.37455696, 0.36937252, 0.36886048, 0.37242466, 0.36443081]","[5912.8212890625, 3892.407470703125, 2388.355712890625, 2016.421630859375, 1680.61669921875]",[0.1478935  0.14180576 0.23071301 ... 0.11116309 0.0974199  0.15463957],0.06529605319264876,0.203009826028727
repairman,"[0.49657765, 0.48133796, 0.42122602, 0.43593156, 0.42068964, 0.41334894, 0.414586, 0.38856158, 0.38384506]","[5941.740234375, 3559.316650390625, 2523.429931640625, 1790.9910888671875, 1470.7303466796875]",[0.10302518 0.12442108 0.19143851 ... 0.05405524 0.07686551 0.03128053],0.058752923686123414,0.15869909126962123
room,"[0.4361295, 0.5153754, 0.4076767, 0.40270478, 0.39367834, 0.3904014, 0.38060787, 0.37865895, 0.373615]","[9674.125, 5190.17578125, 3648.7255859375, 2888.643798828125, 2351.280517578125]",[0.28231773 0.30327461 0.28966492 ... 0.186718   0.18490245 0.11050928],0.07374610238649246,0.3009008082930922
song,"[0.51165897, 0.56499285, 0.56002295, 0.5204576, 0.46985954, 0.45123023, 0.4260354, 0.42043963, 0.42265353]","[8170.705078125, 4063.649658203125, 2940.3349609375, 2237.4716796875, 1798.96435546875]",[0.28296559 0.27626318 0.30974093 ... 0.18586234 0.24482981 0.25358884],0.07341845315216922,0.276446783839609
minstrel,"[0.50893563, 0.39665025, 0.44738737, 0.42148757, 0.37543797, 0.36809528, 0.3620555, 0.3483557, 0.35797766]","[5628.8642578125, 3892.5224609375, 2355.900390625, 1991.587646484375, 1656.675048828125]",[0.11571927 0.18512076 0.16971015 ... 0.18292157 0.24914037 0.08294737],0.056157202953046804,0.18843130638164374
working class,"[0.49733675, 0.47970092, 0.44215998, 0.40362996, 0.40167272, 0.38467798, 0.3698966, 0.34710202, 0.34678993]","[5684.49609375, 2972.969970703125, 2255.802734375, 1799.3358154296875, 1458.206298828125]",[0.32557963 0.37795653 0.27142802 ... 0.07735154 0.11867857 0.10481171],0.04816714552476491,0.1681080759615195
meeting,"[0.46197405, 0.5382309, 0.40847388, 0.39242357, 0.39258885, 0.36986956, 0.37666565, 0.3613541, 0.3745319]","[9872.669921875, 5064.14404296875, 3753.956298828125, 2996.8876953125, 2475.201171875]",[0.20747957 0.24349988 0.27661234 ... 0.35494899 0.21907128 0.354412  ],0.07240755106814513,0.28512716086476037
middle class,"[0.42933694, 0.4002343, 0.37939537, 0.3962851, 0.40383568, 0.3957707, 0.36874372, 0.37072438, 0.36560535]","[5439.88671875, 3534.061279296875, 2712.94580078125, 2128.4189453125, 1758.92041015625]",[0.07972861 0.06402856 0.0709076  ... 0.22389737 0.21916913 0.17624198],0.055063697279319694,0.1927832064678078
fire,"[0.39451215, 0.4764187, 0.47063538, 0.4355019, 0.4114027, 0.39235628, 0.38744453, 0.37806866, 0.38215145]","[9769.294921875, 5235.5810546875, 4006.53662109375, 2903.873046875, 2413.5]",[0.14954407 0.17113737 0.19030181 ... 0.         0.28997167 0.28997167],0.07627462340867992,0.27890316422385925
nose,"[0.3780315, 0.43057933, 0.40298504, 0.380994, 0.3514741, 0.35500887, 0.3630698, 0.3494683, 0.3584519]","[9656.755859375, 5521.986328125, 4312.26416015625, 3489.52880859375, 2915.0068359375]",[0.25320133 0.29547855 0.3820239  ... 0.10794238 0.18519714 0.15048615],0.07169156102101736,0.26178371275373996
water,"[0.36158514, 0.4107301, 0.38246498, 0.36773556, 0.36733618, 0.38045186, 0.36599386, 0.37365332, 0.3604349]","[7970.0615234375, 4655.28125, 3595.62353515625, 2872.310546875, 2366.70361328125]",[0.07844272 0.18914144 0.19709656 ... 0.06366512 0.08901665 0.05979304],0.06707618102583003,0.24790866812011075
tongue,"[0.34528694, 0.3972373, 0.3705512, 0.3574733, 0.35829094, 0.3706067, 0.36120227, 0.35393402, 0.34832245]","[8200.771484375, 4994.9453125, 3821.095703125, 3087.97900390625, 2599.918212890625]",[0.16324645 0.16393434 0.17947406 ... 0.22704149 0.21303603 0.1179092 ],0.06754107247037427,0.26034124466643627
blood,"[0.3983239, 0.44106779, 0.40115777, 0.3678831, 0.34304735, 0.35679057, 0.34026727, 0.35125202, 0.37021658]","[7757.79833984375, 4682.4267578125, 3479.376708984375, 2886.6123046875, 2487.349609375]",[0.20939706 0.21576232 0.21393726 ... 0.30680534 0.35834757 0.09522163],0.0660335015548376,0.2525289018720573
